From	To
Q8BH01	20071545
Q8BH01	31419713
Q8BH01	26329167
Q8BH01	74201628
Q8BH01	26337805
Q8BH01	26986589
Q8BH01	26340702
Q8BH01	81896064
Q6UWJ1	46249925
Q6UWJ1	18677011
Q6UWJ1	767979252
Q6UWJ1	7020849
Q6UWJ1	578825327
Q6UWJ1	15214846
Q6UWJ1	157388921
Q6UWJ1	74749389
Q6UWJ1	22134510
Q58120	1591426
Q58120	2501585
O26820	499178823
O26820	2621813
O26820	3183225
O29011	499181212
O29011	3183242
O29011	2649321
Q9UY84	5459042
Q9UY84	851282805
Q9UY84	327488511
Q0VCT4	122133525
Q0VCT4	111308548
Q0VCT4	115497794
Q9HBJ8	74734254
Q9HBJ8	15680013
Q9HBJ8	15929329
Q9HBJ8	37183238
Q9HBJ8	9957754
Q9HBJ8	30047081
Q9HBJ8	13185233
Q9HBJ8	15042969
Q9HBJ8	189054061
Q9HBJ8	119619300
Q9ESG4	9957285
Q9ESG4	922960027
Q9ESG4	12832243
Q9ESG4	148708815
Q9ESG4	569012142
Q9ESG4	10181182
Q9ESG4	81881875
Q9ESG4	29612631
Q9ESG4	74138242
Q9ESG3	9957287
Q9ESG3	149035846
Q9ESG3	10198602
Q9ESG3	81868380
Q9ESG3	110287990
Q9ESG3	50925497
Q9BUB7	95007020
Q9BUB7	74733203
Q9BUB7	34147498
Q9BUB7	119607429
Q9BUB7	7020704
Q9BUB7	33988025
A6H773	221222824
A6H773	148878159
A6H773	154707912
Q95SS8	16767870
Q95SS8	28574956
Q95SS8	28380585
Q95SS8	74866454
Q5ZLJ4	82082568
Q5ZLJ4	53129627
Q5ZLJ4	61098112
Q921N7	81902565
Q921N7	12843454
Q921N7	74191368
Q921N7	12836754
Q921N7	117647263
Q921N7	15030135
Q921N7	74188914
Q921N7	115502867
Q921N7	117647265
Q921N7	74139358
Q921N7	12834751
P29724	581809
P29724	90109596
P29724	90109595
P29724	4033777
P29724	499184227
P29724	90109594
Q8XB33	937302184
Q8XB33	12518554
Q8XB33	814582241
Q8XB33	821093506
Q8XB33	13364121
Q8XB33	814570960
Q8XB33	446054046
Q8XB33	15833900
Q8XB33	20140590
P23173	147998
P23173	85676333
P23173	808702520
P23173	889345798
P23173	808732717
P23173	808698140
P23173	808720033
P23173	135930
P23173	808728354
P23173	85676331
P23173	1790145
P23173	259686056
P23173	731472639
P23173	808706890
P23173	16131577
P23173	808715613
P23173	808711249
P23173	802137013
P23173	300598495
P23173	446054070
P28785	150913
P28785	298538702
P28785	135931
Q29RZ5	116247766
Q29RZ5	126012559
Q29RZ5	741957650
Q29RZ5	88758681
Q9VYA8	74871652
Q9VYA8	665391190
Q9VYA8	442616246
Q9VYA8	18859691
Q9VYA8	386764365
Q6ICL3	119623408
Q6ICL3	545688211
Q6ICL3	768023335
Q6ICL3	545687686
Q6ICL3	768023296
Q6ICL3	190570176
Q6ICL3	21751093
Q6ICL3	530426177
Q6ICL3	545687403
Q6ICL3	221042284
Q6ICL3	530426185
Q6ICL3	545687069
Q6ICL3	221043578
Q6ICL3	16553179
Q6ICL3	19584311
Q6ICL3	545687206
Q6ICL3	545687415
Q6ICL3	221040672
Q6ICL3	768023298
Q6ICL3	27371221
Q6ICL3	119623406
Q6ICL3	545687800
Q6ICL3	530426187
Q6ICL3	545688677
Q6ICL3	545687135
Q6ICL3	47678241
Q6ICL3	221045500
Q6ICL3	545686639
Q6ICL3	119623410
Q6ICL3	768023331
Q6ICL3	545688709
Q6ICL3	74709518
P54797	1711658
P54797	406263
Q9C0B7	10434335
Q9C0B7	153791502
Q9C0B7	119603652
Q9C0B7	158706353
Q9C0B7	929654669
Q8C3S2	26344121
Q8C3S2	47682191
Q8C3S2	45219908
Q8C3S2	81876376
Q8C3S2	27370560
Q8C3S2	26338638
Q8C3S2	26351415
Q8C3S2	50511085
Q9VJ29	54650774
Q9VJ29	24585079
Q9VJ29	7298509
Q9VJ29	74948059
Q3SYU7	74354941
Q3SYU7	115496061
Q3SYU7	259535856
Q92973	159795729
Q92973	159795733
Q92973	159795306
Q92973	395759452
Q92973	5107636
Q92973	159795728
Q92973	133925811
Q92973	146387644
Q92973	1613834
Q92973	259016171
Q92973	159795735
Q92973	2842714
Q92973	584580165
Q92973	157883751
Q92973	159795731
Q92973	159795304
Q92973	530379290
Q92973	532137730
Q92973	474453427
Q92973	157883752
Q92973	23510381
Q92973	25955635
Q92973	159795307
Q92973	159795305
Q92973	1622943
Q92973	194375051
Q92973	146387645
Q92973	1656045
Q8H0U4	330251467
Q8H0U4	23954104
Q8H0U4	330251468
Q8H0U4	79557515
Q8H0U4	75244583
Q8H0U4	3757523
Q8H0U4	31711774
Q8H0U4	79322370
Q8H0U4	25083223
Q8BFY9	259016172
Q8BFY9	26326571
Q8BFY9	26325884
Q8BFY9	21618743
Q8BFY9	45477303
Q8BFY9	26337103
Q8BFY9	115385968
Q8BFY9	115385966
Q8BFY9	568984441
Q8BFY9	568984443
Q8BFY9	33286914
B9FDR3	460425451
B9FDR3	297603634
B9FDR3	222629832
B9FDR3	255675918
B8ARW2	218195885
B8ARW2	23954314
B8ARW2	460425431
Q99LG2	755526587
Q99LG2	26325714
Q99LG2	45504421
Q99LG2	170932530
Q99LG2	13096961
Q99LG2	170932528
Q99LG2	755526581
Q9Y5L0	39644852
Q9Y5L0	575403169
Q9Y5L0	575403168
Q9Y5L0	6912734
Q9Y5L0	575403165
Q9Y5L0	609412506
Q9Y5L0	575403161
Q9Y5L0	575403166
Q9Y5L0	575403170
Q9Y5L0	575403162
Q9Y5L0	5052414
Q9Y5L0	300934782
Q9Y5L0	166215035
Q9Y5L0	575403167
Q9Y5L0	51316940
O14787	48675813
O14787	209969838
O14787	45504418
O14787	2589204
O14787	119604705
O14787	269849732
O14787	2440004
O14787	209969836
Q55CQ7	66826139
Q55CQ7	74858478
Q55CQ7	60474387
Q6P2B1	568939688
Q6P2B1	40353000
Q6P2B1	31077397
Q6P2B1	26340182
Q6P2B1	51316649
Q6P2B1	26346651
Q6P2B1	148681822
Q6P2B1	54312056
Q6UXN7	46409384
Q6UXN7	119601139
Q6UXN7	37181652
Q6UXN7	187951717
Q6UXN7	74738230
Q6UXN7	187950699
Q9D4V6	81905201
Q9D4V6	148704613
Q9D4V6	259089421
Q9D4V6	12854710
P19934	808717036
P19934	808708260
P19934	374074111
P19934	61679850
P19934	445952782
P19934	802134301
P19934	135978
P19934	808699509
P19934	5107694
P19934	808734138
P19934	374074112
P19934	808712626
P19934	808729727
P19934	808721406
P19934	1786960
P19934	731473700
P19934	1651331
P19934	16128714
P19934	808703881
Q2GBD2	87134099
Q2GBD2	499763321
Q2GBD2	119371031
A3MZ21	491782664
A3MZ21	166229973
A3MZ21	126096579
Q6F985	49531668
Q6F985	67461952
Q44156	6647885
Q44156	1405435
P50600	15596168
P50600	21466140
P50600	12644680
P50600	9946878
P50600	489203480
A4SJ35	142850586
A4SJ35	166988074
A4SJ35	500228269
Q2G9L1	499763942
Q2G9L1	119371032
Q2G9L1	87134720
A6VQ96	150841172
A6VQ96	171704378
A6VQ96	501020849
A0KP93	117560477
A0KP93	166988073
A0KP93	117619070
A0KP93	500026645
P44678	1685079
P44678	1174728
P44678	1573353
P44678	16272331
P44678	491961907
Q0AC40	499947259
Q0AC40	122941253
Q0AC40	114225798
B6EGK3	226705863
B6EGK3	208009317
B6EGK3	501545908
Q0VRJ2	110646730
Q0VRJ2	119371033
Q2INP9	85773598
Q2INP9	119371034
Q2INP9	499738984
Q5P4Z6	56312971
Q5P4Z6	499556551
Q5P4Z6	67461905
Q5PBH8	56387764
Q5PBH8	497948886
Q5PBH8	67461908
A1K2H9	166229974
A1K2H9	500088139
A1K2H9	119669121
Q6G5R6	499494613
Q6G5R6	49238949
Q6G5R6	67461959
Q6MRB2	499476147
Q6MRB2	39574342
Q6MRB2	67461965
Q7VR84	33504143
Q7VR84	67462001
Q7VR84	499439149
Q6FYQ1	49240175
Q6FYQ1	736427848
Q6FYQ1	67461954
B9JRY0	506397302
B9JRY0	221736645
B9JRY0	254764836
Q7WFN4	67462004
Q7WFN4	33568843
Q492W9	119371035
Q492W9	71796222
Q492W9	499602148
B2S7D4	226705866
B2S7D4	489054618
B2S7D4	189020359
Q8U9L4	499279869
Q8U9L4	159141007
Q8U9L4	159185873
Q8U9L4	32699707
Q2KV91	115423972
Q2KV91	119371036
Q89ED5	32699699
Q89ED5	27382263
Q89ED5	27355434
Q7VU03	499233877
Q7VU03	33594232
Q7VU03	67462002
Q7VU03	33564307
Q93TG4	32699715
Q93TG4	13898976
Q93TG4	490822058
Q0BHY7	499975349
Q0BHY7	773029579
Q0BHY7	123027500
Q0BHY7	115280719
Q62I10	53725631
Q62I10	52429054
Q62I10	490308844
Q62I10	67461934
A9AFQ0	160343185
A9AFQ0	189333544
A9AFQ0	501170108
A9AFQ0	226705870
B4EDC0	501469482
B4EDC0	198037589
B4EDC0	226705869
Q63RA8	53720374
Q63RA8	490668582
Q63RA8	772962113
Q63RA8	67461935
Q63RA8	52210788
B2JGA0	501370266
B2JGA0	226705871
B2JGA0	184193663
Q145B2	499806162
Q145B2	118574575
Q145B2	685750903
Q145B2	91685877
A4JBU1	500213216
A4JBU1	166229977
A4JBU1	134138001
Q9PJ14	488947572
Q9PJ14	218561793
Q9PJ14	112359499
Q9PJ14	32699721
Q9A3H4	13424914
Q9A3H4	32699717
Q9A3H4	499223523
Q9A3H4	16127460
B2T077	226705872
B2T077	187713958
B2T077	501400252
Q5L4R3	62148611
Q5L4R3	499409975
Q5L4R3	81312309
Q11DI2	118574584
Q11DI2	110286484
Q821G5	29835080
Q821G5	32699690
Q821G5	499316435
Q3B584	78166399
Q3B584	118574590
Q3B584	752825568
Q3APB5	78172064
Q3APB5	119371039
Q3APB5	499682188
Q9PJE1	497917698
Q9PJE1	7190916
Q9PJE1	14195252
Q256H8	118574576
Q256H8	89331217
Q256H8	752831744
Q9Z7C4	4377091
Q9Z7C4	7190004
Q9Z7C4	15618691
Q9Z7C4	499185879
Q9Z7C4	8979155
Q9Z7C4	33236651
Q9Z7C4	6647886
Q8KEQ0	21673468
Q8KEQ0	21646573
Q8KEQ0	32699704
Q8KEQ0	499234780
Q1QWF3	91797066
Q1QWF3	119371041
Q1QWF3	499826417
O84604	3329043
O84604	497559748
O84604	6647882
O84604	15605329
Q7P1V3	67461997
Q7P1V3	499446200
Q7P1V3	34101419
Q484P6	499353664
Q484P6	71143890
Q484P6	119371042
Q83F59	215918884
Q83F59	501176740
Q83F59	206583769
Q83F59	32699692
Q1LJX8	93355459
Q1LJX8	119371053
Q1LJX8	499836515
Q474K8	72117912
Q474K8	119371052
Q474K8	499616246
A8ZUI2	226705875
A8ZUI2	501126567
A8ZUI2	158511047
Q478F2	71849283
Q478F2	118574577
Q726K4	118574578
Q726K4	46581506
Q726K4	67461987
Q726K4	46450928
Q934G6	16116637
Q934G6	32699714
Q934G6	306527638
Q934G6	503082149
A8LHQ6	501128826
A8LHQ6	189035981
A8LHQ6	157911420
Q6AKI4	499503013
Q6AKI4	67461948
Q6AKI4	50877301
P0A857	821097083
P0A857	15830029
P0A857	481023805
P0A857	814579599
P0A857	13360234
P0A857	67473564
P0A857	12513673
P0A857	814570202
P0A857	937298647
B1X6S1	481023805
B1X6S1	169888242
B1X6S1	226705880
Q0TJV4	481023805
Q0TJV4	118574579
Q0TJV4	110342540
P0A856	67473563
P0A856	481023805
P0A856	26107108
B1IXY9	189035982
B1IXY9	169755843
B1IXY9	481023805
P0A855	808721407
P0A855	114794795
P0A855	223673843
P0A855	808712627
P0A855	808708261
P0A855	808699510
P0A855	731473701
P0A855	223673845
P0A855	145579537
P0A855	808703882
P0A855	10120890
P0A855	114794794
P0A855	16128715
P0A855	481023805
P0A855	145579535
P0A855	261278785
P0A855	145579539
P0A855	67473560
P0A855	145579533
P0A855	12084602
P0A855	148020
P0A855	114794797
P0A855	1786961
P0A855	223673842
P0A855	808717037
P0A855	223673844
P0A855	114794796
P0A855	808734139
P0A855	85674752
P0A855	41359
P0A855	808729728
C5BEL8	238870307
C5BEL8	259533853
C5BEL8	506352395
A4W889	145317772
A4W889	500912746
A4W889	166988076
B2VBQ7	226705882
B2VBQ7	188029462
B2VBQ7	501410442
Q2A580	119371043
Q2A580	754267475
Q2A580	89143591
Q2A580	490466257
Q5NGJ7	56707949
Q5NGJ7	489110949
Q5NGJ7	56604441
Q5NGJ7	67461899
Q39PS9	119371044
Q39PS9	490648701
Q39PS9	78195978
Q74H67	67461990
Q74H67	39995136
Q74H67	39981898
Q74H67	499243163
Q5FQB9	58002533
Q5FQB9	499572426
Q5FQB9	67461870
Q7VKU3	33149009
Q7VKU3	499248016
Q7VKU3	67462000
P44677	1174729
P44677	491961909
P44677	1685080
P44677	16272330
P44677	1573352
Q2SCL8	119371045
Q2SCL8	499717937
Q2SCL8	83635639
Q0I1N1	112822451
Q0I1N1	499927682
Q0I1N1	123031156
C4K8V2	259533857
C4K8V2	229465165
C4K8V2	502228554
Q9ZK86	4155646
Q9ZK86	32699722
Q9ZK86	446799199
Q9ZK86	816208586
O25751	447192739
O25751	32699689
O25751	409894282
O25751	15645740
O25751	2314279
O25751	6119895
Q7VJ16	499427812
Q7VJ16	32261982
Q7VJ16	67461999
Q28TS0	119371046
Q28TS0	499773366
Q28TS0	88863015
Q5QYU0	56179198
Q5QYU0	67461918
Q5QYU0	499553548
Q5X4Z1	499527431
Q5X4Z1	53751269
Q5X4Z1	67461926
Q5ZV69	499249760
Q5ZV69	67461928
Q5ZV69	52628912
Q5ZV69	52841801
Q2W2B0	118574583
Q2W2B0	499704842
Q2W2B0	82947151
Q65UN0	52306830
Q65UN0	67461939
A6VXD7	189035984
A6VXD7	150837140
A6VXD7	501017212
Q1GYT1	888995642
Q1GYT1	91710678
Q1GYT1	118574585
Q609K4	499262973
Q609K4	53758209
Q609K4	67461931
Q1QHQ6	118574587
Q1QHQ6	91801866
Q2Y5H0	82411892
Q2Y5H0	118574588
Q1D0D0	499874973
Q1D0D0	108464661
Q1D0D0	118574586
A5CBX4	146739448
A5CBX4	226705886
A5CBX4	500486443
Q3SP21	118574589
Q3SP21	74421771
Q82XN9	499423399
Q82XN9	30180127
Q82XN9	32699691
A6WY81	166229982
A6WY81	151560437
A6WY81	498347217
Q84FF7	499874973
Q84FF7	32699694
Q84FF7	27804811
Q6D7F2	49610838
Q6D7F2	67461950
Q6D7F2	499405491
A7HV03	154156519
A7HV03	189035985
Q9CM71	32699718
Q9CM71	12721292
Q9CM71	499209406
Q6MA25	46401125
Q6MA25	67461964
Q6MA25	499489755
Q4FN21	494055210
Q4FN21	71062415
Q4FN21	118574591
C6DCE7	251754221
C6DCE7	506319752
C6DCE7	259533860
Q3JER8	76881997
Q3JER8	119371047
Q3JER8	499649509
Q7N6T6	67461995
Q7N6T6	36784835
Q7N6T6	499458294
Q12C28	91697085
Q12C28	118574592
Q12C28	499802179
Q3A097	404398084
Q3A097	499662028
Q3A097	527504068
Q3A097	119371048
A1VNY1	120593920
A1VNY1	500125434
A1VNY1	166229983
Q6LP47	46914149
Q6LP47	67461961
Q6LP47	499538429
P50601	12644681
P50601	15596169
P50601	489203478
P50601	9946879
Q1I6F4	95112054
Q1I6F4	122402282
Q48FD0	499482634
Q48FD0	119371049
Q48FD0	71558366
Q4K7E4	68346382
Q4K7E4	119371050
Q4K7E4	499375435
C3JYS2	229364161
C3JYS2	259533872
Q15RP1	499894968
Q15RP1	109701527
Q15RP1	123360547
Q3K7W5	118574593
Q3K7W5	77384626
Q3K7W5	499654906
Q3IJ16	499647809
Q3IJ16	119371051
Q3IJ16	76875720
P0A174	60415977
P0A174	489347637
P0A174	5514779
P0A173	24982670
P0A173	489347637
P0A173	26987957
P0A173	60415976
Q87Y40	499417347
Q87Y40	32699697
Q87Y40	28871117
Q87Y40	28854367
Q4ZWK6	63255370
Q4ZWK6	75502949
Q4ZWK6	66044663
Q4ZWK6	490540985
Q8Y1F5	32699708
Q8Y1F5	17427746
Q8Y1F5	525964838
B3PYX5	501461650
B3PYX5	190698554
B3PYX5	226705888
Q1MC72	499972683
Q1MC72	119371055
Q1MC72	115258357
Q2K4L8	499745953
Q2K4L8	119371054
Q2K4L8	86283155
Q98F84	499214486
Q98F84	14024079
Q98F84	32699716
B5ZNL9	209536532
B5ZNL9	226705889
B5ZNL9	501554328
Q926C2	32699712
Q926C2	15075763
Q926C2	499272770
Q926C2	15966492
Q21WN7	89345613
Q21WN7	119371056
Q2IZ40	499759974
Q2IZ40	118574594
Q2IZ40	86571963
Q6NAR1	39648043
Q6NAR1	67461966
Q6NAR1	499470044
Q3J041	119371057
Q3J041	488808443
Q3J041	77464240
Q3J041	77388658
Q2RVF0	118574596
Q2RVF0	83575344
Q2RVF0	499708115
Q2RVF0	83592430
A4WQ04	145554855
A4WQ04	500247268
A4WQ04	166229985
A8GMX9	501099508
A8GMX9	157799500
A8GMX9	166229986
A8GXK7	499796227
A8GXK7	157802884
A8GXK7	166229987
Q20X63	754186471
Q20X63	90108236
Q20X63	118574595
A8EZF5	166229988
A8EZF5	501099040
A8EZF5	157785237
Q4UM77	67004417
Q4UM77	75536675
Q4UM77	499590055
Q9ZDM5	15604171
Q9ZDM5	3860863
Q9ZDM5	490735060
Q9ZDM5	6647892
Q68X69	499504117
Q68X69	51459810
Q68X69	67461946
Q167Z6	118574597
Q167Z6	109455492
Q167Z6	499887580
Q5LNU4	499360490
Q5LNU4	56679678
Q5LNU4	67461891
Q1GE19	499858951
Q1GE19	118574598
Q1GE19	99038485
A1AWG2	166229990
A1AWG2	118567464
A1AWG2	500057977
Q21HP0	89951774
Q21HP0	119371059
Q8Z8C0	499298181
Q8Z8C0	29138171
Q8Z8C0	16759687
Q8Z8C0	16501980
Q8Z8C0	32699709
Q8ZQT5	16764118
Q8ZQT5	16419258
Q8ZQT5	32699711
Q8ZQT5	486244298
A8GB93	500842001
A8GB93	166988079
A8GB93	157321286
A1S7D5	166988080
A1S7D5	119767721
A1S7D5	500084186
A3D3E2	500172125
A3D3E2	125997180
A3D3E2	166988081
Q12PE6	91714754
Q12PE6	499815104
Q12PE6	123356924
B0TPX8	189035988
B0TPX8	501233776
B0TPX8	167353644
Q084K1	114333932
Q084K1	122941016
Q084K1	499956201
A8H5P7	189035989
A8H5P7	157847385
A8H5P7	501106078
A3QD46	166988083
A3QD46	126637751
A3QD46	500192119
A4Y5U9	500113696
A4Y5U9	145564397
A4Y5U9	166988084
Q8EDJ8	24348827
Q8EDJ8	24374289
Q8EDJ8	32699702
Q8EDJ8	499385196
A8FUE5	189035990
A8FUE5	501092026
A8FUE5	157317370
B8CLE4	226705893
B8CLE4	527111511
B8CLE4	212556141
A0KY89	500036726
A0KY89	166988085
A0KY89	117613304
B1KIF6	169812423
B1KIF6	501282326
B1KIF6	226705894
Q83MM7	30040341
Q83MM7	499381704
Q83MM7	32699693
Q83MM7	56383242
Q83MM7	56479691
A6UCS7	150029340
A6UCS7	166229991
A6UCS7	501014136
A6UCS7	150397825
Q2NUL4	499729989
Q2NUL4	84779384
Q2NUL4	119371063
Q1GWC1	499859908
Q1GWC1	98975900
Q1GWC1	118574599
A5V876	500570611
A5V876	148500238
A5V876	166229992
Q2LRP7	118574600
Q2LRP7	85721811
Q31H79	119371064
Q31H79	78363529
Q31H79	499689587
Q3SGT4	74057719
Q3SGT4	499631984
Q3SGT4	119371065
A5CWT2	166229993
A5CWT2	500420112
A5CWT2	146326449
B8GUI9	254764843
B8GUI9	219996707
B8GUI9	501781903
A5F753	227013735
A5F753	146316320
A5F753	172047657
A5F753	446398782
A5F753	10441440
Q5E689	59479670
Q5E689	499580818
Q5E689	59711569
Q5E689	67461862
Q9KR11	9656363
Q9KR11	15641838
Q9KR11	32699719
Q9KR11	446398782
Q87QT9	28806047
Q87QT9	28897834
Q87QT9	32699696
Q87QT9	491602246
B7VMJ2	497532182
B7VMJ2	218322129
B7VMJ2	254764845
Q8DAM3	32699701
Q8DAM3	499392580
Q8DAM3	342187058
Q8DAM3	319999336
Q8D2E2	25166368
Q8D2E2	32699700
Q8D2E2	499382645
Q73IV6	499264931
Q73IV6	42409692
Q73IV6	67461989
B3CP06	226705897
B3CP06	501458319
B3CP06	190356947
Q7MA16	499450994
Q7MA16	34482658
Q7MA16	67461991
Q3BQG0	78037258
Q3BQG0	119371066
Q3BQG0	489578119
Q8PHV7	32699706
Q8PHV7	489578119
Q8PHV7	21109469
Q4UXL2	81306551
Q4UXL2	499348841
Q4UXL2	66572801
Q8P6F2	32699705
Q8P6F2	499348841
Q8P6F2	21114229
Q8P6F2	21232448
Q9PC84	565818345
Q9PC84	9106990
Q9PC84	32699720
A1JRK8	122090107
A1JRK8	166229994
A1JRK8	123443146
A1JRK8	491307509
Q8ZGZ1	32699710
Q8ZGZ1	675970065
Q8ZGZ1	21959970
Q8ZGZ1	45435724
Q8ZGZ1	605604561
Q8ZGZ1	675970063
Q8ZGZ1	488139530
Q8ZGZ1	218928292
Q8ZGZ1	605604560
P02930	320089666
P02930	320089698
P02930	808706067
P02930	185177614
P02930	808701693
P02930	9256954
P02930	731471947
P02930	85675838
P02930	802136367
P02930	43101
P02930	320089697
P02930	185177617
P02930	51247720
P02930	446657932
P02930	808736318
P02930	109940038
P02930	185177613
P02930	808710423
P02930	9256953
P02930	43104
P02930	51247721
P02930	320089667
P02930	90111528
P02930	185177616
P02930	808714790
P02930	882565
P02930	43107
P02930	808719200
P02930	185177612
P02930	808731887
P02930	135980
P02930	9256952
P02930	320089665
P02930	87082199
P02930	51247722
P02930	185177615
P02930	808723570
P02930	320089699
Q54001	2495191
Q54001	799383
Q9K2Y1	15642433
Q9K2Y1	446657983
Q9K2Y1	11135318
Q9K2Y1	9657012
P0ABV0	78103355
P0ABV0	15830026
P0ABV0	12513670
P0ABV0	13360231
P0ABU9	16128712
P0ABU9	1651329
P0ABU9	78103356
P0ABU9	731473698
P0ABU9	802134299
P0ABU9	1786958
P43768	1573355
P43768	1174730
P43768	16272333
P43768	1685077
P43768	491880168
P0ABV8	814570200
P0ABV8	13360232
P0ABV8	937298645
P0ABV8	78103358
P0ABV8	821097160
P0ABV8	12513671
P0ABV8	446012242
P0ABV8	15830027
P0ABV8	814579597
P50598	489176603
P50598	9946876
P50598	1729993
P50598	15596166
P0ABV6	802134300
P0ABV6	1651330
P0ABV6	731473699
P0ABV6	808734137
P0ABV6	808729726
P0ABV6	808717035
P0ABV6	808708259
P0ABV6	927774764
P0ABV6	78103360
P0ABV6	808712625
P0ABV6	446012242
P0ABV6	808699508
P0ABV6	1786959
P0ABV6	16128713
P0ABV6	808703880
P0ABV6	808721405
P0ABV7	78103359
P0ABV7	446012242
P0ABV7	26107106
P0ABV1	24111987
P0ABV1	24050800
P0ABV1	30040344
P0ABV1	78103357
P50599	489176604
P50599	9946877
P50599	15596167
P50599	1729994
P0ABV9	24111986
P0ABV9	78103361
P0ABV9	30040343
P0ABV9	24050799
P0ABV9	446012242
P43769	16272332
P43769	171848750
P43769	1174731
P43769	491880167
P43769	171848753
P43769	1573354
P43769	171848751
P43769	171848752
Q5RA31	55729287
Q5RA31	75041825
Q5RA31	197102718
A6H7B1	166988088
A6H7B1	148878093
A6H7B1	149643099
O14225	19114205
O14225	52783173
O14225	2330854
A8Y3V5	268557490
A8Y3V5	187020993
A8Y3V5	357580500
Q6DFM9	82235869
Q6DFM9	49898991
Q6DFM9	52345952
Q6DFM9	89268737
Q4R3C7	548960731
Q4R3C7	75075318
Q4R3C7	67972096
Q62760	149243996
Q62760	23097350
Q62760	339717444
Q62760	50927561
Q62760	149244000
Q62760	339717449
Q62760	159162790
Q62760	339717457
Q62760	339717461
Q62760	339717447
Q62760	339717443
Q62760	339717453
Q62760	339717465
Q62760	717146
Q62760	149244002
Q62760	2498698
Q62760	149243999
Q62760	1838935
Q62760	149244015
Q62760	149243998
Q62760	149243997
Q62760	166897638
Q62760	339717463
Q62760	339717455
Q62760	339717459
Q62760	149244001
Q62760	149043244
Q62760	149244014
Q62760	339717451
Q9CPQ3	31982091
Q9CPQ3	74220660
Q9CPQ3	34784126
Q9CPQ3	12850845
Q9CPQ3	24212071
Q9CPQ3	148672693
Q9CPQ3	74219437
Q9CPQ3	74202142
Q9CPQ3	12844929
Q9CPQ3	12842129
Q9CPQ3	26340178
Q07335	730223
Q07335	28917769
Q07335	85081308
A6QPI6	154152189
A6QPI6	229891679
P35180	406600
P35180	464308
P35180	45269441
P35180	453432
P35180	1323117
P35180	6321519
P49334	6324198
P49334	1352638
P49334	623340
P49334	854506
P49334	1302070
P49334	602592
Q8AVY0	82177282
Q8AVY0	27371034
Q8AVY0	160420151
P35848	548420
P35848	28923397
P35848	85104848
Q19766	17560096
Q19766	2498699
Q19766	3876310
Q15388	48145553
Q15388	443428050
Q15388	443428049
Q15388	7657257
Q15388	2498697
Q9DCC8	12805249
Q9DCC8	12833228
Q9DCC8	52745404
Q9DCC8	52783214
Q9DCC8	13324686
O13813	19114497
O13813	2330723
O13813	52783172
Q8N4H5	197333732
Q8N4H5	186704288
Q8N4H5	49169828
Q8N4H5	21706388
Q8N4H5	197333730
Q8N4H5	74750988
P24391	28923092
P24391	85103565
P24391	127218
Q75Q41	149065917
Q75Q41	42733535
Q75Q41	71051674
Q75Q41	47058998
Q75Q41	81864913
Q9NS69	9910382
Q9NS69	24212074
P23644	51013493
P23644	6323859
P23644	3838
P23644	736300
P23644	124912
Q5R676	75041211
Q5R676	55732067
Q5R676	198282081
Q9CQN3	12845939
Q9CQN3	12833867
Q9CQN3	258547111
Q9CQN3	12859281
Q9CQN3	18204389
Q9CQN3	13384732
Q9CQN3	148691632
Q9CQN3	81903572
Q9CQN3	22902377
O13656	12643536
O13656	162312192
O13656	2257553
O13656	2257552
O13656	157310406
P80967	6325391
P80967	2498696
P80967	45270628
P33448	462424
P33448	395230
P33448	6324619
P33448	1420173
P33448	51013553
A8YXZ8	158455014
A8YXZ8	219522068
A8YXZ8	206557775
P07213	125863495
P07213	1709462
P07213	125863537
P07213	125863515
P07213	110590445
P07213	125863608
P07213	398364773
P07213	125863588
P07213	110590444
P07213	125863578
P07213	125863505
P07213	1302050
P07213	4082
P07213	125863485
P07213	125863558
P07213	125863548
P07213	125863568
P07213	1183952
P07213	125863525
G2TRP7	429240464
G2TRP7	347834329
G2TRP7	384953075
P23231	67477439
P23231	3028
P23231	28922778
P23231	586830515
P23231	85101921
P23231	4530327
A6ZRW3	239977637
A6ZRW3	151944417
A6ZRW3	125863598
Q96B49	27900569
Q96B49	74731199
Q96B49	197927201
Q96B49	27900037
Q96B49	27900035
Q96B49	6707651
Q96B49	186939605
Q96B49	16359022
Q96B49	17391369
Q96B49	27900290
Q96B49	18490140
B1AXP6	197382455
B1AXP6	206557799
B1AXP6	148670460
B1AXP6	153791486
Q56JY4	81673168
Q56JY4	165973966
Q56JY4	75052086
Q56JY4	58760403
O07650	488926819
O07650	3915139
O07650	2199509
P02929	808719936
P02929	56966180
P02929	808724298
P02929	808702426
P02929	16129213
P02929	15825926
P02929	902446
P02929	808715515
P02929	485675766
P02929	902464
P02929	110590399
P02929	15825927
P02929	56966179
P02929	110590409
P02929	110590400
P02929	485732658
P02929	401196
P02929	902401
P02929	808706795
P02929	47168660
P02929	61680457
P02929	85674886
P02929	731470169
P02929	808711148
P02929	808732616
P02929	1787505
P02929	808737062
P02929	902455
P02929	802134774
P02929	902419
Q9RMT3	489208331
Q9RMT3	15595394
Q9RMT3	81550509
Q9RMT3	9946032
O51810	33147782
O51810	499246817
O51810	3915148
Q9FNC9	24212685
Q9FNC9	9758556
Q9FNC9	16974415
Q9FNC9	15529292
Q9FNC9	21595230
Q9FNC9	15240059
Q9FNC9	332007656
Q9ZJP4	11135450
